"uri","label"
NULL,"p-hydroxyacetophenone/p-hydroxyl phenols ratio"
NULL,"bottom maximum"
NULL,"top min"
NULL,"total"
NULL,"sample code/label"
NULL,"p-coumaric acid per unit mass organic carbon"
NULL,"vanillic acid vanillin ratio"
NULL,"p-hydroxyl phenols/vanillyl phenols ratio"
NULL,"depth, sediment/rock, bottom/maximum"
NULL,"syringic acid per unit mass organic carbon"
NULL,"p-hydroxyl phenols per unit mass organic carbon"
NULL,"sample code label"
NULL,"p hydroxyl phenols per unit mass organic carbon"
NULL,"depth, top/min"
NULL,"acetovanillone per unit mass organic carbon"
NULL,"vanillic acid per unit mass organic carbon"
NULL,"p hydroxybenzoic acid per unit mass organic carbon"
NULL,"p hydroxyacetophenone per unit mass organic carbon"
NULL,"vanillic acid/vanillin ratio"
NULL,"sediment rock"
NULL,"p hydroxyl phenols vanillyl phenols ratio"
NULL,"syringyl phenols vanillyl phenols ratio"
NULL,"earth system research"
NULL,"δ13c"
NULL,"ferulic acid per unit mass organic carbon"
NULL,"syringaldehyde per unit mass organic carbon"
NULL,"vanillin per unit mass organic carbon"
NULL,"piston corer"
NULL,"continuous flow accelerator mass spectrometry"
NULL,"initial"
NULL,"isotope ratio mass spectrometer, thermo, deltaq; coupled to an elemental analyzer; thermo flash 2000 via a conflo iv"
NULL,"longitude of event"
NULL,"syringyl phenols per unit mass organic carbon"
NULL,"syringic acid/syringaldehyde ratio"
NULL,"cinnamyl phenols/vanillyl phenols ratio"
NULL,"depth, sediment/rock"
NULL,"5 dihydroxybenzoic acid vanillyl phenols ratio"
NULL,"cinnamyl phenols vanillyl phenols ratio"
NULL,"agilent 7683b"
NULL,"p-hydroxyacetophenone per unit mass organic carbon"
NULL,"date/time of event"
NULL,"acetosyringone per unit mass organic carbon"
NULL,"3,5-dihydroxybenzoic acid per unit mass organic carbon"
NULL,"depth"
NULL,"event label"
NULL,"date time of event"
NULL,"p hydroxyacetophenone p hydroxyl phenols ratio"
NULL,"vanillyl phenols per unit mass organic carbon"
NULL,"elevation of event"
NULL,"syringyl phenols/vanillyl phenols ratio"
NULL,"agilent 5975c and a flame ionization detector fid"
NULL,"cinnamyl phenols per unit mass organic carbon"
NULL,"agilent 7890a equipped with a mass selective detector msd"
NULL,"syringic acid syringaldehyde ratio"
NULL,"3,5-dihydroxybenzoic acid/vanillyl phenols ratio"
NULL,"gas chromatography gc"
NULL,"thermo"
NULL,"swerus-c3"
NULL,"isotope ratio mass spectrometer"
NULL,"deltaq coupled to an elemental analyzer thermo flash 2000 via a conflo iv"
NULL,"carbon, organic, total"
NULL,"13 climate action"
NULL,"37 earth sciences"
NULL,"3709 physical geography and environmental geoscience"
NULL,"permafrost, organic carbon, climate change"
NULL,"td169-171.8"
NULL,"klimaendringer / climate change"
NULL,"vdp::matematikk og naturvitenskap: 400::geofag: 450::oseanografi: 452"
NULL,"miljøvitenskap / environmental sciences"
NULL,"climate science"
NULL,"klimatforskning"
NULL,"biogeochemistry / biogeochemistry"
NULL,"vdp::mathematics and natural scienses: 400::geosciences: 450::oceanography: 452"
NULL,"klimatvetenskap"
NULL,"северный ледовитый океан"
NULL,"наземные воды"
NULL,"сброс"
NULL,"исследование"
NULL,"terrigenous organic-matter; western arctic-ocean; north-pole area; sea-ice; isotopic composition; terrestrial carbon; fresh-water; co2 concentration; export fluxes; barents sea"
NULL,"carbon cycle (biogeochemistry)"
NULL,"climatic changes"
NULL,"laptev sea shelf; particulate organic-matter; last glacial termination; adjacent nearshore zone; greenland stadial 1; lena river delta; interior alaska; younger dryas; arctic-ocean; ne siberia"
NULL,"cryosphere"
NULL,"lipid biomarkers"
NULL,"compound specific carbon isotope"
NULL,"methane seep"
NULL,"emission inventory"
NULL,"atmospheric transport modeling"
NULL,"zeppelinobservatoriet"
NULL,"arctic haze"
NULL,"arctic carbon cycle"
NULL,"arctic warming"
NULL,"permafrost carbon"
NULL,"terrestrial carbon"
NULL,"land-ocean carbon transfer"
NULL,"arctic ocean"
NULL,"terrigenous organic-matter; marine-sediments; terrestrial carbon; laptev sea; riverine particles; subsea permafrost; washington margin; coastal ocean; old carbon; erosion"
NULL,"arctic hydrates"
NULL,"east siberian arctic shelf"
NULL,"гидраты"
NULL,"shelf hydrates"
NULL,"ru land_2013_lena"
NULL,"radium 226"
NULL,"radium 228"
NULL,"marine geochemistry awi awi_margeochem"
NULL,"marine geochemistry @ awi (awi_margeochem)"
NULL,"radium-226"
NULL,"gamma spectroscopy"
NULL,"date time"
NULL,"radium-224 excess"
NULL,"elevation"
NULL,"longitude"
NULL,"depth, water"
NULL,"volume"
NULL,"multiple investigations"
NULL,"radecc"
NULL,"awi arctic land expedition"
NULL,"radium-226, standard deviation"
NULL,"radium 224 excess"
NULL,"radium-228"
NULL,"date/time"
NULL,"latitude"
NULL,"conductivity meter"
NULL,"ru-land_2013_lena"
NULL,"radium-228, standard deviation"
NULL,"radium-224 excess, standard deviation"
NULL,"standard deviation"
NULL,"station label"
NULL,"age, 14c"
NULL,"δ14c"
NULL,"fraction modern carbon"
NULL,"calendar age"
NULL,"age"
NULL,"calculated"
NULL,"δ14c, initial, error"
NULL,"fraction modern carbon, error"
NULL,"δ14c, error"
NULL,"age, pre-depositional, error"
NULL,"calendar age, standard error"
NULL,"age, error"
NULL,"δ14c, initial"
NULL,"14c"
NULL,"standard error"
NULL,"age, pre-depositional"
NULL,"fast pyrolysis"
NULL,"supercritical water gasification"
NULL,"decontamination"
NULL,"electrocoagulation"
NULL,"electrochemical oxidation"
NULL,"membrane gas absorption"
NULL,"chromium"
NULL,"nickel"
NULL,"mining"
NULL,"biofuel upgrading"
NULL,"αλυσίδα αξίας"
NULL,"fuel"
NULL,"liquid biofuels"
NULL,"βαρέα μέταλλα"
NULL,"contaminated biomass feedstock"
NULL,"μολυσμένη βιομάζα"
NULL,"tp315-360"
NULL,"υγρά βιοκαύσιμα"
NULL,"value chains"
NULL,"αναβάθμιση βιοκαυσίμου"
NULL,"structured catalyst"
NULL,"fischer–tropsch synthesis"
NULL,"biomass to liquids"
NULL,"syngas"
NULL,"biofuels"
NULL,"process design"
NULL,"gasification"
NULL,"supercritical water"
NULL,"0204 chemical engineering"
NULL,"homogeneous catalyst"
NULL,"hydrogen"
NULL,"scale up"
NULL,"carbon dioxide conversion"
NULL,"dry reforming"
NULL,"inconel catalytic activity"
NULL,"methane conversion"
NULL,"stainless steel"
NULL,"minimum tillage"
NULL,"penetration resistance; soil protection; minimum tillage; mechanisation; european law"
NULL,"mechanisation"
NULL,"european law"
NULL,"supercritical water; biomass; gasification; process design"
NULL,"nutrition. foods and food supply"
NULL,"tp368-456"
NULL,"food processing and manufacture"
NULL,"sustainable agriculture intensification"
NULL,"smallholder farmers"
NULL,"tx341-641"
NULL,"payment for ecosystem services"
NULL,"climate change adaptation"
NULL,"morpholometrics"
NULL,"standardized sampling"
NULL,"west africa"
NULL,"checklist"
NULL,"mango orchard"
NULL,"west sudanian savanna"
NULL,"photodegradation"
NULL,"water retention time"
"http://metadata.un.org/sdg/6",NULL
NULL,"aquatic continuum"
"http://metadata.un.org/sdg/3",NULL
"http://metadata.un.org/sdg/11",NULL
NULL,"apparent quantum yield"
NULL,"inorganic"
NULL,"median"
NULL,"nitrate nitrogen"
NULL,"nitrogen, inorganic, dissolved/nitrogen, total dissolved ratio"
NULL,"nitrate"
NULL,"normalized difference vegetation index"
NULL,"inductively coupled plasma mass spectrometry icp ms"
NULL,"temperature, water"
NULL,"wtw"
NULL,"total organic carbon analyzer toc vcph tnm 1"
NULL,"total organic carbon analyzer (toc-vcph/tnm-1), shimadzu"
NULL,"dissolved ratio"
NULL,"nitrate/nitrogen, inorganic, dissolved ratio"
NULL,"total dissolved ratio"
NULL,"nitrogen, total dissolved"
NULL,"month"
NULL,"dissolved"
NULL,"specific"
NULL,"streams"
NULL,"nitrogen, inorganic, dissolved"
NULL,"inductively coupled plasma - mass spectrometry (icp-ms), perkinelmer instruments, optima 2000 dv"
NULL,"sum cations"
NULL,"ammonium"
NULL,"potassium silicon ratio"
NULL,"calcium magnesium ratio"
NULL,"conductivity meter, wtw, profiline cond 3110"
NULL,"silicon"
NULL,"lachat quickchem 8500 flow injection autoanalyser"
NULL,"water chemistry"
NULL,"calcium/magnesium ratio"
NULL,"nitrate/ammonium ratio"
NULL,"aspect"
NULL,"normalized differenced vegetation index, median"
NULL,"ammonium nitrogen"
NULL,"normalized differenced vegetation index"
NULL,"catchment area"
NULL,"perkinelmer instruments"
NULL,"profiline cond 3110"
NULL,"shimadzu"
NULL,"nitrate ammonium ratio"
NULL,"total dissolved"
NULL,"conductivity"
NULL,"nitrogen, inorganic, dissolved/nitrogen, organic, dissolved ratio"
NULL,"carbon, organic, dissolved"
NULL,"dissolved nitrogen"
NULL,"snow coverage"
NULL,"greening"
NULL,"potassium/silicon ratio"
NULL,"optima 2000 dv"
NULL,"nitrogen, organic, dissolved"
NULL,"discharge"
NULL,"conductivity, specific"
NULL,"ammonium/nitrogen, inorganic, dissolved ratio"
NULL,"high-resolution mass spectrometry"
NULL,"contaminants emergents en l'aigua"
NULL,"antibiòtics"
NULL,"antibiotics"
NULL,"groundwater -- pollution"
NULL,"co-transport"
NULL,"emerging contaminants in water"
NULL,"aigües subterrànies -- contaminació"
NULL,"miljövetenskap"
NULL,"organic chemicals"
NULL,"ecología (biología)"
NULL,"hidrología"
NULL,"bias"
NULL,"574.5"
NULL,"mujer"
NULL,"herstory"
NULL,"574"
NULL,"equity"
NULL,"001-055.2"
NULL,"gender"
NULL,"freshwaters"
NULL,"574.3"
NULL,"5506.04 historia de la biología"
NULL,"2508.05 hidrobiología"
NULL,"6309.09 posición social de la mujer"
NULL,"oceanografi, hydrologi och vattenresurser"
NULL,"community composition"
NULL,"oceanography, hydrology and water resources"
NULL,"compostos orgànics"
NULL,"[sdv.ee]life sciences [q-bio]/ecology"
NULL,"[chim] chemical sciences"
NULL,"dom"
NULL,"ecologia fluvial"
NULL,"molecular signatures"
NULL,"persistence"
NULL,"sediments fluvials"
NULL,"shifts"
NULL,"stream ecology"
NULL,"fluorescence spectroscopy"
NULL,"sexism"
NULL,"women-inclusive ecology"
NULL,"behavior"
NULL,"000"
NULL,"leadership"
NULL,"2401.06 ecología animal"
NULL,"academic conferences"
NULL,"504.75"
"http://metadata.un.org/sdg/9",NULL
NULL,"women in limnology"
NULL,"gender roles in academia"
"http://metadata.un.org/sdg/5",NULL
NULL,"achieve gender equality and empower all women and girls"
NULL,"flow"
NULL,"leaf"
NULL,"preconditioning"
NULL,"leaf litter; stream; catchment; organic carbon; organic matter degradation; carbon cycling; preconditioning; flow intermittence; modelling"
NULL,"heterogeneity"
NULL,"organic matter degradation"
NULL,"leaf litter"
NULL,"flow intermittence"
NULL,"stream"
NULL,"catchments"
NULL,"global carbon cycle"
NULL,"concept formation"
NULL,"freshwater"
NULL,"[chim.anal]chemical sciences/analytical chemistry"
NULL,"degradation rates"
NULL,"marine"
NULL,"biogeochemical cycles"
NULL,"organic matter persistence"
NULL,"carbon availability"
NULL,"577"
NULL,"dissolved organic matter composition"
NULL,"in-stream net uptake"
NULL,"greenland"
NULL,"high arctic"
NULL,"diurnal-variation"
NULL,"naturgeografi"
NULL,"pco(2)"
NULL,"geography & travel"
NULL,"105205 klimawandel"
NULL,"limnology"
NULL,"105304 hydrologie"
NULL,"info:eu-repo/classification/ddc/910"
NULL,"1st-order stream"
NULL,"106020 limnology"
NULL,"105205 climate change"
NULL,"evasion"
NULL,"106020 limnologie"
NULL,"ecosystem metabolism"
NULL,"water-air"
NULL,"dissolved organic-matter"
NULL,"105304 hydrology"
NULL,"gas-exchange"
NULL,"scales"
NULL,"reach the inseparable functional/biogeochemical unit"
NULL,"reach"
NULL,"riparian zone"
NULL,"hyporheic zone"
NULL,"stream processes"
NULL,"aquatic ecology"
NULL,"ecological microbiology"
NULL,"ddc:570"
NULL,"institut für biochemie und biologie"
NULL,"structural-characterization"
NULL,"electrospray-ionization"
NULL,"pony lake"
NULL,"fticr-ms"
NULL,"characterization"
NULL,"marine biology"
NULL,"electrospray ionization"
NULL,"atmospheric pressure photoionization"
NULL,"fulvic acids"
NULL,"molecular"
NULL,"esi-ms"
NULL,"oceanography and atmospheric sciences and meteorology"
NULL,"structural characterization"
NULL,"fulvic-acids"
NULL,"atmospheric-pressure photoionization"
NULL,"fresh water studies"
NULL,"nitrogen genes"
NULL,"watershed"
NULL,"nitrogen fixation"
NULL,"biofilm"
NULL,"arctic greening"
NULL,"modeling"
NULL,"mrv methodologies"
NULL,"carbon accounting"
NULL,"monitoring framework"
NULL,"sustainable land management"
NULL,"sdg"
NULL,"cdr"
NULL,"nature's contributions to people"
NULL,"wetland restoration"
NULL,"negative emission technology"
NULL,"afforestation/reforestation"
NULL,"beccs"
NULL,"ncps"
NULL,"un sustainable development goals"
NULL,"bioenergy with carbon capture and storage"
NULL,"greenhouse gas removal"
NULL,"sdg 15"
NULL,"net"
NULL,"terrestrial enhanced weathering"
NULL,"hardware_performanceandreliability"
NULL,"food and food processing"
NULL,"agricultural and food process engineering"
NULL,"bulk-density"
NULL,"new-zealand"
NULL,"ne/m021327/1"
NULL,"general environmental science"
NULL,"reporting"
NULL,"measurement"
NULL,"in-situ"
NULL,"agricultura"
NULL,"ne/p019455/1"
NULL,"land-use change"
NULL,"long-term experiments"
NULL,"stock changes"
NULL,"mrv"
NULL,"secuestro de carbon"
NULL,"invited research reviews"
NULL,"774378"
NULL,"european commission"
NULL,"climate solutions"
NULL,"natural environment research council (nerc)"
NULL,"verification"
NULL,"eddy-covariance"
NULL,"goodness-of-fit"
NULL,"empirical"
NULL,"nitrous oxide/analysis"
NULL,"waste management and disposal"
NULL,"water science and technology"
NULL,"policy and law"
NULL,"sensitivity analysis"
NULL,"[sdv.sa.sf]life sciences [q-bio]/agricultural sciences/silviculture"
NULL,"stockage"
NULL,"petite exploitation agricole"
NULL,"tropical"
"http://aims.fao.org/aos/agrovoc/c_7427",NULL
NULL,"treetropical"
"http://aims.fao.org/aos/agrovoc/c_1721",NULL
"http://aims.fao.org/aos/agrovoc/c_4510",NULL
NULL,"coffea arabica"
NULL,"[sdv.sa.sf] life sciences [q-bio]/agricultural sciences/silviculture, forestry"
"http://aims.fao.org/aos/agrovoc/c_7113",NULL
NULL,"105904 environmental research"
NULL,"sdg 15 – leben an land"
NULL,"sdg 6 – sauberes wasser und sanitäreinrichtungen"
NULL,"105904 umweltforschung"
NULL,"sdg 6 - clean water and sanitation"
NULL,"ne/r016429/1"
NULL,"869625"
NULL,"biodiversity; climate change; ecosystems; food security; sustainable development goals; urban development; water security"
NULL,"water security"
NULL,"[shs.scipo]humanities and social sciences/political science"
NULL,"[shs.scipo] humanities and social sciences/political science"
NULL,"podzols"
NULL,"“4 per 1000” initiative"
NULL,"anatomy_morphology"
NULL,"global-gridded crop model"
NULL,"fertilizer replacement costs"
NULL,"crop production change"
NULL,"epic"
NULL,"information management"
NULL,"computer and information science"
NULL,"opinion"
NULL,"environmental assessment and monitoring"
NULL,"united states"
NULL,"biodiversity conservation"
NULL,"environmental studies and forestry"
NULL,"computingmilieux_general"
NULL,"hardware_integratedcircuits"
NULL,"sequestration"
NULL,"862695"
NULL,"woody crops"
NULL,"development and impacts of bioenergy crops"
NULL,"stocks"
NULL,"ne/n017854/1"
NULL,"fruit crops"
NULL,"ne/m016900/1"
NULL,"emission factors"
NULL,"arable crops"
NULL,"temperature sensitivity"
NULL,"carbon crops"
NULL,"land use, land-use change and forestry"
NULL,"perennial plant"
NULL,"agronomy and crop science"
NULL,"sdg 6"
NULL,"sdg 3"
NULL,"sdg 17"
NULL,"conservation of water resources"
NULL,"sdg 12"
NULL,"sustainable development goal 6"
NULL,"blue and green water"
NULL,"chernozems"
NULL,"climatic change scenarios"
NULL,"agricultural_sciences_agronomy"
NULL,"biomedical and clinical sciences"
NULL,"global scale"
NULL,"general biochemistry,genetics and molecular biology"
NULL,"medical and health sciences"
NULL,"evolutionary biology"
NULL,"ncp"
NULL,"united nations"
NULL,"ne/p01982x/2"
NULL,"nature's contribution to people"
NULL,"nature’s contributions to people"
NULL,"estimación de las existencias de carbono"
NULL,"quantile regression forest"
NULL,"carbon stock assessments"
NULL,"space-time mapping"
NULL,"space–time mapping"
NULL,"bosque de regresión de cuantiles"
NULL,"cambio climático"
NULL,"quantile regression rorest"
NULL,"mapeo espacio-tiempo"
NULL,"degradación de tierras"
NULL,"multi-actor consultation"
NULL,"partage des connaissances"
NULL,"vision des acteurs"
NULL,"knowledge sharing"
NULL,"consultation multi-acteurs"
NULL,"visión de los actores"
NULL,"exchange networks"
NULL,"consulta multiactor"
NULL,"stakeholder perspective."
NULL,"intercambio de conocimientos"
NULL,"transfert de connaissances"
NULL,"santé des sols"
NULL,"transferencia de conocimientos"
NULL,"salud de los suelos"
NULL,"réseaux d'échanges"
NULL,"redes de intercambio"
NULL,"stakeholder perspective"
NULL,"""4 per 1000"" initiative"
NULL,"fertilizer system"
NULL,"retisols"
NULL,"ieas/poo2501/1"
NULL,"ne/s009019/1"
NULL,"ne/p004830/1"
NULL,"sdg 7 - affordable and clean energy"
NULL,"renewable energy"
NULL,"wellcome trust"
NULL,"planning and development"
NULL,"sustainability and the environment"
NULL,"sustainable and healthy food systems (shefs)"
NULL,"urban studies"
NULL,"india"
NULL,"economic and social research council (esrc)"
NULL,"data-poor countries"
NULL,"cartographie numérique du sol"
NULL,"sample size requirement"
NULL,"bias-corrected variance weighted"
NULL,"bare‐fallow soils"
NULL,"protocol for model comparison"
NULL,"russia"
NULL,"process based models"
NULL,"sweden"
NULL,"bare-fallow soils"
NULL,"process-based models"
NULL,"bare-fallow soils; model parametrization; process-based models; protocol for model comparison; soil organic carbon dynamics"
NULL,"774124"
NULL,"bare fallow soils"
NULL,"model parametrization"
NULL,"computer science, electrical and system engineering"
NULL,"engineering sciences"
NULL,"information science"
NULL,"supplementary information"
NULL,"environmental science (miscellaneous)"
NULL,"social sciences (miscellaneous)"
NULL,"european research council"
NULL,"increases"
NULL,"china"
NULL,"industrial and manufacturing engineering"
NULL,"critical level"
NULL,"paddy fields"
NULL,"straw"
NULL,"long-term fertilization"
NULL,"rothc"
NULL,"4 per 1000"
NULL,"net primary productivity"
NULL,"feasibility studies"
NULL,"nitrogen-cycle"
NULL,"global change"
NULL,"intensification"
NULL,"vegetation model"
NULL,"cover change"
NULL,"trajectory"
NULL,"intergovernmental panel on climate change"
NULL,"773901"
NULL,"invited primary research article"
NULL,"demand management"
NULL,"adaptation; adverse side effects; co-benefits; demand management; desertification; food security; land degradation; land management; mitigation; practice; risk management"
NULL,"adaptation"
NULL,"practice"
"https://purl.org/becyt/ford/1.5",NULL
NULL,"776810"
NULL,"adverse side effects"
NULL,"urban sprawl"
NULL,"life-cycle assessment"
NULL,"livestock systems"
NULL,"federal crop insurance"
NULL,"greenhouse-gas mitigation"
NULL,"ep/m013200/1"
NULL,"co-benefits"
NULL,"engineering and physical sciences research council (epsrc)"
NULL,"adverse side-effects"
NULL,"biotechnology and biological sciences research council (bbsrc)"
NULL,"bb/n013484/1"
NULL,"antibiotic resistance"
NULL,"mobile genetic elements"
NULL,"carbono"
NULL,"persistencia"
NULL,"ecosistemas terrestres"
NULL,"microbiología"
NULL,"soil ecology"
NULL,"global biogeography"
NULL,"environmental drivers"
NULL,"fongs"
NULL,"unesco::ciencias de la vida"
NULL,"botànica classificació"
NULL,"drug resistance, microbial"
NULL,"genes, bacterial"
NULL,"nutrient transformation rates"
NULL,"last glacial maximum"
NULL,"paleoclimate"
NULL,"arid climate"
NULL,"nutrient stocks"
NULL,"plant species richness"
NULL,"australia"
NULL,"bacterial physiological phenomena"
NULL,"invertebrates"
NULL,"vertebrates"
NULL,"paleoclimate, bacteria, fungi, plants, animals, terrestrial ecosystems, ecological networks."
NULL,"nutrientcycles"
NULL,"edafología (biología)"
NULL,"biotic communities"
NULL,"631.4"
NULL,"species diversity"
NULL,"protist"
NULL,"2417.13 ecología vegetal"
NULL,"nutrient cycles"
NULL,"environmental filtering"
NULL,"ecosystem functioning"
NULL,"2511.02 biología de suelos"
NULL,"network analysis"
NULL,"sterilization methods"
NULL,"sequences"
NULL,"multifunctionality"
NULL,"climate change; environmental drivers; global biogeography; metals; micronutrients; soil ecology"
NULL,"ants"
NULL,"drylands"
NULL,"functional diversity"
NULL,"carbon, nitrogen, phosphorus, heterotrophs, autotrophs, soil microbes, ants"
NULL,"heterotrophs"
NULL,"autotrophs"
NULL,"diazotrophs"
NULL,"ecological clusters"
NULL,"nitrogen fixation rates"
NULL,"a global atlas of the dominant bacteria found in soil."
NULL,"soil microbial ecology"
NULL,"atlases as topic"
NULL,"forest management"
NULL,"pinus"
NULL,"multiple ecosystems functions"
NULL,"tree age"
NULL,"soil enzymatic activity"
NULL,"rotifera"
NULL,"soil invertebrates"
NULL,"plant diversity"
NULL,"arachnida"
NULL,"biogeography"
NULL,"paleoclimatology"
NULL,"technical comments"
NULL,"41 environmental sciences"
NULL,"anzsrc-for: 41 environmental sciences"
NULL,"anzsrc-for: 4101 climate change impacts and adaptation"
NULL,"4101 climate change impacts and adaptation"
NULL,"metaproteomics"
NULL,"functionality"
NULL,"bacterial communities"
