Label,Count,Remarks
united kingdom,5,
flavonoids,5,
bubble dynamics,5,
"chromatography, gas",5,
priming,4,
nicotiana,4,
linseed oil,4,
myristic acid,4,
energy metabolism,4,
malondialdehyde,4,
290,4,
smos,4,
washington,4,
pseudotsuga,4,
soil analysis,4,
glyphosate,4,
green rust,4,
institut für geowissenschaften,4,
/dk/atira/pure/sustainabledevelopmentgoals/life_on_land; name=sdg 15 - life on land,4,
orientation,4,
total flow,4,
infomapaccessservice,4,
structure-activity relationship,4,
"spectroscopy, fourier transform infrared",4,
nutritive value,4,
microbiome establishment,4,
dairy cow,4,
rumen function,4,
physics - optics,4,
optics (physics.optics),4,
nitrogen-fixation,4,
märkisch-oderland,4,
percolation,4,
volatile elements,4,
southern africa,4,
soil threats data - /documentspublications,4,
633,4,
[sde.ie] environmental sciences/environmental engineering,4,
tonle sap basin,4,
plant sciences,4,
belgium,4,
fate,4,
105906 environmental geosciences,4,
105906 umweltgeowissenschaften,4,
bacterial communities,4,
reproducibility of results,4,
metabolites,4,
water microbiology,4,
restoration ecology,4,
composite material,4,
water cycle,4,
plant biology,4,
gb3-5030,4,
lcsh:stratigraphy,4,
qe640-699,4,
lcsh:qe640-699,4,
fitness,4,
saprobic fungi,4,
basidiomycota,4,
ascomycota,4,
soil amendment,4,
vicia faba,4,
acidobacteria,4,
interferometric coherence,4,
china taiwan,4,
isric - world soil information,4,
reflectance,4,
agroecological zones,4,
metabolic networks and pathways,4,
nirs,4,
zambia,4,
"spectrophotometry, atomic",4,
plant–soil interactions,4,
olive orchards,4,
otras ciencias agrícolas,4,
gnss,4,
exposure indicators,4,
nitrous-oxide emission,4,
système de culture,4,
crop-rotation,4,
global change biology,4,
[chim.geni]chemical sciences/chemical engineering,4,
shrubs,4,
free-air co2 enrichment,4,
andes,4,
drivers and impacts of tropical deforestation,4,
barnacle geese,4,
0209 industrial biotechnology,4,
plant and algal models,4,
artificial,4,
natural,4,
return flow,4,
supplied water,4,
mechanisms,4,
àrees temàtiques de la upc::enginyeria civil::geotècnia::mecànica de sòls,4,
:enginyeria civil::geotècnia::mecànica de sòls [àrees temàtiques de la upc],4,
fraxinus,4,
extracellular enzyme,4,
metallurgy,4,
shrub encroachment,4,
info:eu-repo/classification/ddc/570,4,
debris,4,
gross primary production,4,
norway,4,
denmark,4,
010608 biotechnology,4,
vineyards,4,
selenic acid,4,
mechanical,4,
"engineering, mechanical",4,
fos: mechanical engineering,4,
satellite observations,4,
radar,4,
fos: environmental engineering,4,
activated carbon,4,
incremental evapo-transpiration,4,
desert,4,
agro-climatic,4,
marine microbial diversity and biogeography,4,
summer,4,
cuba,4,
malus,4,
arctic tundra,4,
rain-forest,4,
texture,4,
ta1501-1820,4,
applied optics. photonics,4,
random forest,4,
nbpt,4,
fibre,4,
gas chromatography-mass spectrometry,4,
qr microbiology,4,
04020102 meat/types of food,4,
non-chemical weed control,4,
bioenergy potential,4,
hydrothermal liquefaction,4,
vegetation dynamics,4,
yield components,4,
soil enzymatic activities,4,
wetland rice,4,
halogenation,4,
[ sdv ] life sciences [q-bio],4,
farm pollution,4,
length of growing period,4,
química do solo,4,
ufsp13-8 global change and biodiversity,4,
silviculture,4,
agriculture biologique,4,
biodiversity and ecosystem services,4,
"cereals, pulses and oilseeds",4,
feces,4,
"animals, domestic",4,
density,4,
body weight,4,
meta-analysis in ecology and agriculture research,4,
angiotensin-converting enzyme inhibitors,4,
angiotensin receptor antagonists,4,
silicon dioxide,4,
[ sde.be ] environmental sciences/biodiversity and ecology,4,
"[ sdv.ee ] life sciences [q-bio]/ecology, environment",4,
rut formation,4,
tropical forests,4,
lcsh:tj807-830,4,
lcsh:renewable energy sources,4,
common bean,4,
eddy-covariance,4,
carbon mineralization,4,
energy(all),4,
[spi.mat]engineering sciences [physics]/materials,4,
ecosystems research,4,
spatial variation,4,
/dk/atira/pure/core/keywords/biology,4,
organic fertilization,4,
validation,4,
smap,4,
dispatch,4,
ingénierie des aliments,4,
food engineering,4,
isoa,4,
isoprene degradation,4,
ryegrass,4,
beech,4,
pigments,4,
lcsh:biotechnology,4,
lcsh:tp248.13-248.65,4,
chemical ecology,4,
tp500-660,4,
fermentation industries. beverages. alcohol,4,
oenococcus oeni,4,
lactobacillus,4,
solo tropical,4,
[sdv.sa.spa]life sciences [q-bio]/agricultural sciences/animal production studies,4,
environmental exposure,4,
ecotoxicology,4,
calcium carbonate,4,
continuous cultivation,4,
arizona,4,
106022 mikrobiologie,4,
106022 microbiology,4,
commercial farming,4,
índice s,4,
"plant components, aerial",4,
high-throughput nucleotide sequencing,4,
ammonia inhibition,4,
health,4,
amino acid sequence,4,
bioelectric energy sources,4,
qd241-441,4,
ammonium compounds,4,
inibidor de urease,4,
nitrogen fertilizers,4,
"[sdv.sa.sf] life sciences [q-bio]/agricultural sciences/silviculture, forestry",4,
sociology,4,
fos: sociology,4,
nitrate reductase,4,
laboratory tests,4,
2306 global and planetary change,4,
logging,4,
qc221-246,4,
acoustics. sound,4,
tolerance,4,
water-use,4,
behavior and systematics,4,
carbon-dioxide exchange,4,
interannual variability,4,
"genes, plant",4,
research papers,4,
medicago sativa,4,
cultural heritage,4,
plant weeds,4,
[sdu.stu.cl] sciences of the universe [physics]/earth sciences/climatology,4,
[sdu.stu.cl]sciences of the universe [physics]/earth sciences/climatology,4,
"dna barcoding, taxonomic",4,
horizon 2020,4,
ecosystem ecology,4,
stable isotope,4,
transient ground deformations,4,
soil-pipe interaction,4,
thermotoga neapolitana,4,
k01 - foresterie - considérations générales,4,
biocomposite,4,
autotrophic denitrification,4,
bioremediació,4,
waste-water,4,
metabarcoding,4,
ultrafiltration,4,
genética,4,
conventional farming,4,
[info.info-mo]computer science [cs]/modeling and simulation,4,
grapevine,4,
biodiversity conservation,4,
cellulase,4,
fruit set,4,
land surface temperature,4,
phyllosphere,4,
fodmaps,4,
science (general),4,
q1-390,4,
vegetal biology,4,
"plants, genetically modified",4,
lupinus albus,4,
reductive dechlorination,4,
rumen fermentation,4,
atmospheric carbon dioxide,4,
environmental sciences not elsewhere classified,4,
cell biology,4,
hydrocarbons,4,
by-product valorisation,4,
coffee,4,
pri agrosysteemkunde,4,
ddc:600,4,
municipal solid waste,4,
territorial metabolism,4,
hydrodynamics,4,
ergosterol,4,
lactobacillales,4,
/dk/atira/pure/sustainabledevelopmentgoals/life_below_water,4,
photovoltaics,4,
numerical simulation,4,
respiração basal,4,
atrazine,4,
"quantitative trait, heritable",4,
efficiency,4,
"drug resistance, bacterial",4,
3. good health,4,
ciências da engenharia e tecnologias::engenharia civil,4,
engineering and technology::civil engineering,4,
population biology,4,
food safety,4,
electricity,4,
plant growth regulators,4,
secondary metabolites,4,
local buckling,4,
release,4,
engineered nanomaterials,4,
differentiation,4,
classification,4,
ecophysiology,4,
ferric compounds,4,
aurora universities network,4,
mathematical modeling,4,
durability,4,
02110702 sustainable urban planning/urban planning,4,
original articles,4,
green manure crops,4,
isotope,4,
dgge,4,
antioxidant activity,4,
[sdu.stu.gm]sciences of the universe [physics]/earth sciences/geomorphology,4,
metabolism,4,
"rna, bacterial",4,
technology and engineering,4,
allocation,4,
semiarid region,4,
panicum,4,
bolivia,4,
spectroscopy,4,
general chemistry,4,
[sdu.stu.pl] sciences of the universe [physics]/earth sciences/planetology,4,
domestication,4,
pinus taeda,4,
sustainability science,4,
nederland,4,
050202 agricultural economics & policy,4,
05020201 agronomy/land management,4,
semiarid zones,4,
rice yield,4,
amazon,4,
recovery,4,
alfalfa,4,
black carbon,4,
oxidation,4,
info:eu-repo/classification/udc/532.528,4,
δ15n,4,
speciation,4,
isopoda,4,
rotation culturale,4,
sensors,4,
dehydrogenase activity,4,
rangeland degradation and pastoral livelihoods,4,
urease inhibitor,4,
smouldering,4,
[phys.astr] physics [physics]/astrophysics [astro-ph],4,
feedbacks,4,
reactive oxygen species,4,
crop coefficient,4,
[phys] physics [physics],4,
engrxiv|engineering|civil and environmental engineering|geotechnical engineering,4,
bepress|engineering|civil and environmental engineering|geotechnical engineering,4,
selenium compounds,4,
pgpr,4,
techno-economic assessment,4,
space and planetary science,4,
coleoptera,4,
geodesy,4,
preparo do solo,4,
coated urea,4,
fibers,4,
qpcr,4,
andosol,4,
"recycling, balancing and resource management",4,
[info.info-ai] computer science [cs]/artificial intelligence [cs.ai],4,
[info.info-ai]computer science [cs]/artificial intelligence [cs.ai],4,
04020103 livestock/animal feed,4,
biomass crops,3,
effectors,3,
offshore mariculture,3,
arylsulfatase,3,
arilsulfatase,3,
fosfatase ácida,3,
[phys.phys.phys-geo-ph]physics [physics]/physics [physics]/geophysics [physics.geo-ph],3,
quillow,3,
uckermark,3,
fagus sylvatica,3,
jordan river basin,3,
saturated soil water content,3,
biologische bedrijfssystemen,3,
biological farming systems,3,
soil water balance model,3,
riz,3,
glycine,3,
"iran, islamic rep of",3,
physical phenomena,3,
biogeochemical cycle,3,
arctic permafrost dynamics and climate change,3,
life cycle,3,
net nitrogen mineralization,3,
suriname,3,
nfm_suriname,3,
multiple cropping,3,
dietary fiber,3,
x-ray diffraction,3,
"microscopy, electron, scanning",3,
shrub,3,
lietzen,3,
china main,3,
glossoscolecidae,3,
pontoscolex corethrurus,3,
heatwaves,3,
sustainability and the environment,3,
public health,3,
climate extremes,3,
organizacion de empresas,3,
[spi.gproc] engineering sciences [physics]/chemical and process engineering,3,
plastic mulch,3,
guinea,3,
niger river basin,3,
managing systems at risk,3,
sustainable development,3,
silver nanoparticles,3,
ddc:333.7-333.9,3,
info:eu-repo/classification/ddc/333.7-333.9,3,
titanium-dioxide nanoparticles,3,
heteroaggregation,3,
"tanzania, united rep of",3,
no-till farming,3,
microclimate,3,
carbon allocation,3,
bacterial community,3,
nitrogen-use efficiency,3,
turkey,3,
634,3,
tseb,3,
plant functional traits,3,
global methane emissions and impacts,3,
physiological,3,
food supply,3,
semi-arid soils,3,
"dna, ribosomal spacer",3,
energy (miscellaneous),3,
larix,3,
climate research,3,
temperate forests,3,
zero hunger,3,
isotope fractionation,3,
zinc isotopes,3,
soil co2 efflux,3,
cytop,3,
business models,3,
matter dynamics,3,
tropical deforestation,3,
icsu world data centre for soils,3,
solar reflector,3,
cote divoire,3,
litière forestière,3,
slurry,3,
2,3,
real-time pcr,3,
rhizodeposition,3,
ray grass anglais,3,
[sdv.sa] life sciences [q-bio]/agricultural sciences,3,
belize,3,
insecta,3,
angola,3,
enrichment face,3,
methanotrophs,3,
soil functions data - /documentspublications,3,
sol tropical,3,
residue,3,
volatile depletion,3,
sequera,3,
canvi climàtic,3,
central african republic,3,
vascular plants,3,
respiração basal do solo,3,
drcongo,3,
nile river basin,3,
0705 forestry sciences,3,
0502 environmental science and management,3,
land and water resources,3,
medio ambiente,3,
river catchments,3,
ta218,3,
dryland cereal farming,3,
centrum ecosystemen,3,
centre for ecosystem studies,3,
intensification,3,
culture intercalaire,3,
grazing management,3,
geoderma regional,3,
05020301 supply chain management/business terms,3,
050203 business & management,3,
introduced species,3,
génie chimique,3,
génie des procédés,3,
oak,3,
efeito estufa,3,
biologia do solo,3,
umidade do solo,3,
soil functions data - /resource-type/soil-threats-data,3,
agroforestry systems and biodiversity enhancement,3,
"oceanografía, hidrología, recursos hídricos",3,
term,3,
vegetation succession,3,
mode shape curvatures,3,
"fungicides, industrial",3,
nitrogen compounds,3,
saccharomyces cerevisiae,3,
glossinidae,3,
microbial electrochemical technologies,3,
wheat bread,3,
lupin,3,
potato,3,
aboveground biomass,3,
canada,3,
tracheophyta,3,
crop-livestock systems,3,
mortality,3,
dov,3,
databank ondergrond vlaanderen,3,
departement omgeving,3,
herbruikbaar,3,
kosteloos,3,
metadata gdi-vl-conform,3,
metadata inspire-conform,3,
toegevoegd gdi-vl,3,
vlaamse open data,3,
vlaanderen,3,
bayes theorem,3,
juglans nigra,3,
méthode statistique,3,
nucleotide analog,3,
ectomycorrhizal fungi,3,
química,3,
representative concentration pathways,3,
adaptation to climate change in agriculture,3,
gabon,3,
ribulose-bisphosphate carboxylase,3,
farm profitability,3,
canopy,3,
remote sensing of soil moisture,3,
bepress|engineering|computational engineering,3,
fatigue,3,
engrxiv|engineering|computational engineering,3,
part i,3,
agricultural biotechnology,3,
biohiili,3,
soiling,3,
ecocrop,3,
plant litter,3,
atmospheric chemistry,3,
"1105 ecology, evolution, behavior and systematics",3,
northern china,3,
soil nematodes,3,
massachusetts,3,
emission factor,3,
"land use, land-use change and forestry",3,
zone tropicale,3,
particle-size fractions,3,
recycling,3,
soil c,3,
hydrophobic and hydrophilic interactions,3,
acoustics,3,
//purl.org/becyt/ford/4.1 [https],3,
//purl.org/becyt/ford/4 [https],3,
oryza sativa,3,
expérimentation au champ,3,
glasod,3,
degradation index,3,
data,3,
applied microbiology,3,
qualidade do solo.,3,
fertilizante nitrogenado,3,
hand-in-hand,3,
mcda,3,
fisheries,3,
small water bodies,3,
almond,3,
tag_landcover,3,
pentanes,3,
p06 - sources d'énergie renouvelable,3,
perennials,3,
agronomie,3,
biocarburant,3,
heterotrophic respiration,3,
geoinformatics,3,
temperature sensitivity,3,
earth system models,3,
aboveground-belowground interactions,3,
invasion,3,
global,3,
bosecologie en bosbeheer,3,
forest ecology and forest management,3,
aphids,3,
conservação do solo,3,
2404 microbiology,3,
biomass density,3,
buffer strip,3,
norway spruce,3,
pine forest,3,
laboratory of entomology,3,
agriculture conventionnelle,3,
mycorrhizal fungi,3,
laboratorium voor entomologie,3,
citrus,3,
antimicrobial resistance,3,
qr100-130,3,
sistemas de manejo,3,
cotton,3,
