subject_label,vocab_label,subject_id,subject_uri,vocab_identifier,cosine_score,ce_score,has_definition
soil architecture,soil structure,177383,,https://w3id.org/eusoilvoc#SoilStructure,0.9379,0.7959,True
pore network,soil pore connectivity,177409,,https://w3id.org/eusoilvoc#SoilPoreConnectivity,0.6477,0.744,False
pore-size,soil pore size,177412,,https://w3id.org/eusoilvoc#SoilPoreSize,0.9268,0.9874,True
fen,iron,177413,,https://w3id.org/eusoilvoc#Iron,0.8248,0.6072,True
controlled environments,regulating services,177424,,https://w3id.org/eusoilvoc#RegulatingServices,0.5007,0.704,True
suokasvillisuus,stickiness,177426,,https://w3id.org/eusoilvoc#Stickiness,0.8921,0.6888,True
plasticity,wet plasticity,177441,,https://w3id.org/eusoilvoc#WetPlasticity,0.773,0.6692,True
metales,copper,177488,,https://w3id.org/eusoilvoc#Copper,0.7781,0.6458,True
fitodecontaminación,soil pollution,177491,,https://w3id.org/eusoilvoc#SoilPollution,0.6219,0.8387,True
altimétrie,slope orientation,177527,,https://w3id.org/eusoilvoc#SlopeOrientation,0.6153,0.6935,True
sòls -- humitat -- mesurament,soil moisture contents,177530,,https://w3id.org/eusoilvoc#SoilMoistureContents,0.8361,0.9536,True
soil moisture--measurement--remote sensing,soil moisture,177531,,https://w3id.org/eusoilvoc#SoilMoisture,0.8258,0.8349,True
copper deficiency,copper total elements,177572,,https://w3id.org/eusoilvoc#CopperTotalElements,0.7569,0.8052,True
plant-growth,plant cover,177585,,https://w3id.org/eusoilvoc#PlantCover,0.7184,0.8781,True
organic-acids,OrgC_acid-dc-lt,177588,,https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-lt,0.647,0.6985,True
soil evaporation,soil water evapouration,177624,,https://w3id.org/eusoilvoc#SoilWaterEvapouration,0.9265,0.8133,False
irrigated farming,irrigation,177639,,https://w3id.org/eusoilvoc#Irrigation,0.7487,0.6488,True
humidite du sol,soil moisture,177642,,https://w3id.org/eusoilvoc#SoilMoisture,0.8844,0.9085,True
water content,soil moisture,177648,,https://w3id.org/eusoilvoc#SoilMoisture,0.8103,0.9903,True
evaporation,evapotranspiration,177658,,https://w3id.org/eusoilvoc#Evapotranspiration,0.8675,0.8611,True
saline soil,soil salinity,177675,,https://w3id.org/eusoilvoc#SoilSalinity,0.9377,0.7169,True
reference evapotranspiration,evapotranspiration,177678,,https://w3id.org/eusoilvoc#Evapotranspiration,0.8942,1.0,True
soil resistance,soil penetration resistance,177686,,https://w3id.org/eusoilvoc#SoilPenetrationResistance,0.9527,0.9994,True
thermal effects on soil,soil thermal conductivity,177693,,https://w3id.org/eusoilvoc#SoilThermalConductivity,0.8786,0.7127,False
smos,soil organic matter,177698,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.5576,0.9562,True
rooting depth,soil depth rootable,177845,,https://w3id.org/eusoilvoc#SoilDepthRootable,0.7685,0.939,True
soil microbial diversity,soil microfauna,177896,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9082,0.8933,True
mesoporous silica,soil mesopore,177905,,https://w3id.org/eusoilvoc#SoilMesopore,0.6083,0.9044,False
soil land management,soil management,177949,,https://w3id.org/eusoilvoc#SoilManagement,0.954,0.8389,True
gestion durable des sols,soil management,177956,,https://w3id.org/eusoilvoc#SoilManagement,0.8712,0.9209,True
fruchtfolge,crop yield,178029,,https://w3id.org/eusoilvoc#CropYield,0.6834,0.7029,True
phosphorus mobilization,phosphorus retention,178030,,https://w3id.org/eusoilvoc#PhosphorusRetention,0.8723,0.6146,True
land and farm management,land use,178049,,https://w3id.org/eusoilvoc#LandUse,0.8807,0.7588,True
co<sub>2</sub>,Extr_nh4-co3-2-ambic1,178067,,https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_nh4-co3-2-ambic1,0.5337,0.7994,True
compacted subsoils,soil compaction,178113,,https://w3id.org/eusoilvoc#SoilCompaction,0.5927,0.9929,True
irrigation management,irrigation,178133,,https://w3id.org/eusoilvoc#Irrigation,0.9445,0.7102,True
biologia dels sòls,soil biological properties,178148,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.9012,0.9907,True
clay loam soil,soil clay mineralogy,178170,,https://w3id.org/eusoilvoc#SoilClayMineralogy,0.8687,0.8597,False
soil quality; sustainable soil management; adoption; crop management; environmental dimension; sociocultural dimension; economic dimension,soil quality,178174,,https://w3id.org/eusoilvoc#SoilQuality,0.702,0.6304,True
intrinsic and dynamic soil properties,soil physical properties,178182,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,0.894,0.9987,True
degraded land,soil degradation,178195,,https://w3id.org/eusoilvoc#SoilDegradation,0.8654,0.6067,True
irrigation water,irrigation,178220,,https://w3id.org/eusoilvoc#Irrigation,0.9499,0.9803,True
organic nitrogen,nitrogen total,178229,,https://w3id.org/eusoilvoc#NitrogenTotal,0.8143,0.9297,True
plant senescence,seedling emergence,178250,,https://w3id.org/eusoilvoc#SeedlingEmergence,0.5348,0.6909,True
insectos,termites,178324,,https://w3id.org/eusoilvoc#Termites,0.761,0.6714,True
plantas,plant cover,178326,,https://w3id.org/eusoilvoc#PlantCover,0.9222,0.951,True
maaperän organismit,soil biological properties,178339,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.8605,0.6528,True
organic material,soil organic matter,178350,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8045,0.6552,True
individual aggregates,soil structure,178403,,https://w3id.org/eusoilvoc#SoilStructure,0.7586,0.8208,True
nitrogen content,nitrogen total,178409,,https://w3id.org/eusoilvoc#NitrogenTotal,0.9296,0.7026,True
vegetation type,vegetation class,178416,,https://w3id.org/eusoilvoc#VegetationClass,0.9217,0.9993,True
environmental variables,environmental factors,178417,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.9192,0.8238,True
matière organique,soil organic matter,178471,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8794,0.8623,True
blas,boron,178483,,https://w3id.org/eusoilvoc#Boron,0.7529,0.7748,True
organische koolstof,soil organic carbon,178573,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.9089,0.8793,True
waste reuse,waste disposal,178611,,https://w3id.org/eusoilvoc#WasteDisposal,0.8719,0.906,True
waste disposal facilities,waste disposal,178615,,https://w3id.org/eusoilvoc#WasteDisposal,0.9421,0.8878,True
irrigation strategy,irrigation,178633,,https://w3id.org/eusoilvoc#Irrigation,0.9235,0.8233,True
soil bacteria contamination,soil contaminants,178635,,https://w3id.org/eusoilvoc#SoilContaminants,0.7919,0.6165,False
soil quality indicators,soil quality,178654,,https://w3id.org/eusoilvoc#SoilQuality,0.9391,0.7416,True
water stable aggregates index,percent water stable aggregation,178675,,https://w3id.org/eusoilvoc#PercentWaterStableAggregation,0.8281,0.8267,False
ecosystem management,ecosystem services,178690,,https://w3id.org/eusoilvoc#EcosystemServices,0.8773,0.7111,True
soil physical parameters,soil physical properties,178691,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,0.9359,0.9887,True
crop uptake,crop yield,178726,,https://w3id.org/eusoilvoc#CropYield,0.7777,0.7613,True
soil organic matter mineralisation,soil organic matter,178727,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.9042,0.9401,True
ekosistemske storitve,ecosystem services,178753,,https://w3id.org/eusoilvoc#EcosystemServices,0.9791,0.9993,True
conservation management,conservation tillage,178757,,https://w3id.org/eusoilvoc#ConservationTillage,0.8947,0.8369,True
water quality indices,water quality,178871,,https://w3id.org/eusoilvoc#WaterQuality,0.9238,0.7502,True
"water retainer, krzywa retencji glebowej",soil water retention,178891,,https://w3id.org/eusoilvoc#SoilWaterRetention,0.84,0.7624,False
psf,KSat_calcul-ptf,178932,,https://w3id.org/eusoilvoc#hydraulicConductivityProcedure-KSat_calcul-ptf,0.6074,0.6472,True
metal complexation,mineral conc hardness,178935,,https://w3id.org/eusoilvoc#MineralConcHardness,0.6178,0.749,True
weathering,weather,178946,,https://w3id.org/eusoilvoc#Weather,0.9373,0.7114,True
soil (mesh),soil,179011,,https://w3id.org/eusoilvoc#Soil,0.8945,0.73,True
"water pollution, chemical",soil pollution,179022,,https://w3id.org/eusoilvoc#SoilPollution,0.746,0.7699,True
mineral elements,mineral contents,179040,,https://w3id.org/eusoilvoc#MineralContents,0.9495,0.7683,True
chloride anion,soluble anion total,179062,,https://w3id.org/eusoilvoc#SolubleAnionTotal,0.7678,0.8545,True
sodium cation,soluble cation total,179063,,https://w3id.org/eusoilvoc#SolubleCationTotal,0.6244,0.8807,True
sulfate anion,soluble anion total,179064,,https://w3id.org/eusoilvoc#SolubleAnionTotal,0.6498,0.8478,True
calcium cation,soluble cation total,179071,,https://w3id.org/eusoilvoc#SolubleCationTotal,0.5674,0.8205,True
"conductivity, electrical",soil electrical conductivity,179076,,https://w3id.org/eusoilvoc#SoilElectricalConductivity,0.6815,0.9981,True
bodemclassificaties,crop class,179113,,https://w3id.org/eusoilvoc#CropClass,0.5042,0.6366,True
soil science,soil,188193,,https://w3id.org/eusoilvoc#Soil,0.936,0.9398,True
available phosphorus,phosphorus,181412,,https://w3id.org/eusoilvoc#Phosphorus,0.9656,0.9969,True
ruiming,mulching,179239,,https://w3id.org/eusoilvoc#Mulching,0.7971,0.7278,True
grond,soil,179252,,https://w3id.org/eusoilvoc#Soil,0.9725,0.8303,True
bodemdecreet,soil texture,179254,,https://w3id.org/eusoilvoc#SoilTexture,0.72,0.7689,True
bodemsanering,soil sealing,179272,,https://w3id.org/eusoilvoc#SoilSealing,0.8623,0.9308,True
degraded soil,soil degradation,181500,,https://w3id.org/eusoilvoc#SoilDegradation,0.9645,0.9994,True
structure-du-sol,soil structure,179321,,https://w3id.org/eusoilvoc#SoilStructure,0.6041,0.9663,True
organisme-du-sol,soil organisms,179322,,https://w3id.org/eusoilvoc#SoilOrganisms,0.741,0.9306,False
déterioration-du-sol,soil degradation,179323,,https://w3id.org/eusoilvoc#SoilDegradation,0.8364,0.9986,True
fertilité-du-sol,soil productivity,179324,,https://w3id.org/eusoilvoc#SoilProductivity,0.8388,0.99,True
pratiche,mulching,181503,,https://w3id.org/eusoilvoc#Mulching,0.7834,0.615,True
fertilité,soil productivity,179339,,https://w3id.org/eusoilvoc#SoilProductivity,0.8208,0.7407,True
qualité-du-sol,soil productivity,179345,,https://w3id.org/eusoilvoc#SoilProductivity,0.6938,0.7182,True
conservation-du-sol,conservation tillage,179348,,https://w3id.org/eusoilvoc#ConservationTillage,0.7481,0.7793,True
facteur-socio-économique,environmental factors,179363,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.6808,0.6082,True
habitat-rural,habitats,179368,,https://w3id.org/eusoilvoc#Habitats,0.9173,0.9731,True
densité,soil density,179372,,https://w3id.org/eusoilvoc#SoilDensity,0.7957,0.6475,True
habitation,habitats,179374,,https://w3id.org/eusoilvoc#Habitats,0.8927,0.7777,True
sciences-du-sol,soil,179400,,https://w3id.org/eusoilvoc#Soil,0.6047,0.7668,True
existing-land-use,land use,179413,,https://w3id.org/eusoilvoc#LandUse,0.881,0.7821,True
soil-regeneration,soil degradation,181535,,https://w3id.org/eusoilvoc#SoilDegradation,0.8022,0.9953,True
peatlands,peat,185823,,https://w3id.org/eusoilvoc#Peat,0.8968,0.8475,True
soil structure.,soil structure,187517,,https://w3id.org/eusoilvoc#SoilStructure,0.9919,0.9995,True
land production,land use,181655,,https://w3id.org/eusoilvoc#LandUse,0.8789,0.7258,True
polluted soil,soil pollution,187535,,https://w3id.org/eusoilvoc#SoilPollution,0.935,0.9963,True
despoblación,waste disposal,179688,,https://w3id.org/eusoilvoc#WasteDisposal,0.7705,0.6649,True
despovoamento,waste disposal,179694,,https://w3id.org/eusoilvoc#WasteDisposal,0.8445,0.631,True
solar sintering,soil sorption,179713,,https://w3id.org/eusoilvoc#SoilSorption,0.6635,0.61,True
phosphorus distribution,phosphorus retention,179725,,https://w3id.org/eusoilvoc#PhosphorusRetention,0.8772,0.9098,True
phytobiome,biomass,179833,,https://w3id.org/eusoilvoc#Biomass,0.8023,0.6086,True
sensing soil,soil,179910,,https://w3id.org/eusoilvoc#Soil,0.8655,0.9721,True
geovetenskap och miljövetenskap,geology,179922,,https://w3id.org/eusoilvoc#Geology,0.8166,0.6232,True
erosión suelo,soil erosion,179932,,https://w3id.org/eusoilvoc#SoilErosion,0.9825,0.9995,True
cubiertas vegetales,plant cover,179934,,https://w3id.org/eusoilvoc#PlantCover,0.9317,0.7221,True
restauración,waste disposal,179939,,https://w3id.org/eusoilvoc#WasteDisposal,0.5644,0.7239,True
conservación del suelo,conservation tillage,179943,,https://w3id.org/eusoilvoc#ConservationTillage,0.9332,0.948,True
水源涵养,soil water retention,179951,,https://w3id.org/eusoilvoc#SoilWaterRetention,0.8538,0.8125,False
土壤保持,conservation tillage,179952,,https://w3id.org/eusoilvoc#ConservationTillage,0.8548,0.9715,True
water conservation,conservation tillage,179957,,https://w3id.org/eusoilvoc#ConservationTillage,0.7589,0.6644,True
soil erosion model,soil erosion category,179974,,https://w3id.org/eusoilvoc#SoilErosionCategory,0.9285,0.9683,True
streamflow,runoff,179977,,https://w3id.org/eusoilvoc#Runoff,0.8135,0.6358,True
biological activities,biological features,179986,,https://w3id.org/eusoilvoc#BiologicalFeatures,0.82,0.9844,True
dry consistence,dry consistency,179989,,https://w3id.org/eusoilvoc#DryConsistency,0.9836,0.9999,True
qualitative soil indicators,soil quality,179990,,https://w3id.org/eusoilvoc#SoilQuality,0.8479,0.6704,True
ethylene,ions,180001,,https://w3id.org/eusoilvoc#Ions,0.5627,0.7348,True
soil-moisture assimilation,soil moisture redistribution,180031,,https://w3id.org/eusoilvoc#SoilMoistureRedistribution,0.8531,0.7156,False
salinidad,soil salinity,180071,,https://w3id.org/eusoilvoc#SoilSalinity,0.7563,0.9689,True
surface soil-moisture,soil surface seal,180104,,https://w3id.org/eusoilvoc#SoilSurfaceSeal,0.9004,0.7338,False
soil erosion regulation,soil erosion degree,180114,,https://w3id.org/eusoilvoc#SoilErosionDegree,0.8749,0.6339,True
salt sensing,salts,180143,,https://w3id.org/eusoilvoc#Salts,0.8584,0.6191,True
soil and water,soil moisture,180158,,https://w3id.org/eusoilvoc#SoilMoisture,0.9396,0.6271,True
organic mulch,mulching,180166,,https://w3id.org/eusoilvoc#Mulching,0.7348,0.9961,True
degraded water,soil degradation,180189,,https://w3id.org/eusoilvoc#SoilDegradation,0.7924,0.9481,True
secondary soil salinization,soil salinization,180190,,https://w3id.org/eusoilvoc#SoilSalinization,0.9358,0.7422,True
irrigated agriculture,irrigation,180191,,https://w3id.org/eusoilvoc#Irrigation,0.7857,0.8591,True
sustainable agricultural practice,agricultural sustainability,180288,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9075,0.9746,False
soil care,soil management,180365,,https://w3id.org/eusoilvoc#SoilManagement,0.9212,0.7322,True
soil-water content,soil moisture,180367,,https://w3id.org/eusoilvoc#SoilMoisture,0.9864,1.0,True
soil&#8208,soil,180379,,https://w3id.org/eusoilvoc#Soil,0.8908,0.9543,True
nährstoffaufnahme,waste disposal,180390,,https://w3id.org/eusoilvoc#WasteDisposal,0.6036,0.6899,True
bodenschätze,crop yield,180421,,https://w3id.org/eusoilvoc#CropYield,0.789,0.8315,True
historisch bodemgebruik en vegetatie,land use forests,181732,,https://w3id.org/eusoilvoc#LandUseForests,0.7058,0.6982,True
mineralogische samenstelling,mineral contents,181733,,https://w3id.org/eusoilvoc#MineralContents,0.9187,0.9634,True
capacidade de uso do solo,soil quality,180459,,https://w3id.org/eusoilvoc#SoilQuality,0.89,0.9827,True
árboles,trees,180519,,https://w3id.org/eusoilvoc#Trees,0.997,0.9549,True
ocupações de solo,land use,180535,,https://w3id.org/eusoilvoc#LandUse,0.8331,0.7559,True
sos,soil organic matter,180547,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8922,0.8376,True
wandbeschrijving,soil,180557,,https://w3id.org/eusoilvoc#Soil,0.8195,0.7113,True
bodemopbouw,soil structure,180563,,https://w3id.org/eusoilvoc#SoilStructure,0.8829,0.7128,True
flächennutzung,land use,180594,,https://w3id.org/eusoilvoc#LandUse,0.8925,0.9847,True
landbouw,land use,180602,,https://w3id.org/eusoilvoc#LandUse,0.8226,0.8531,True
landgebruik,land use,180604,,https://w3id.org/eusoilvoc#LandUse,0.9825,0.9999,True
pôda,slope,180608,,https://w3id.org/eusoilvoc#Slope,0.8785,0.8446,True
pôdne typy,soil types,180610,,https://w3id.org/eusoilvoc#SoilTypes,0.9205,0.7773,True
coverage,land cover,180666,,https://w3id.org/eusoilvoc#LandCover,0.7564,0.7513,True
organic soils,soil organic matter class,182239,,https://w3id.org/eusoilvoc#SoilOrganicMatterClass,0.9082,0.9985,True
drainage for agriculture,peat drainage,182241,,https://w3id.org/eusoilvoc#PeatDrainage,0.7361,0.8813,True
gebouwen,building,180680,,https://w3id.org/eusoilvoc#Building,0.8866,0.6009,False
habitats en biotopen,habitats,180683,,https://w3id.org/eusoilvoc#Habitats,0.873,0.689,True
hoogte,slope,180685,,https://w3id.org/eusoilvoc#Slope,0.8305,0.8943,True
bodemgebruik,land use,180693,,https://w3id.org/eusoilvoc#LandUse,0.9255,0.9562,True
atmosferische omstandigheden,weather,180695,,https://w3id.org/eusoilvoc#Weather,0.8655,0.9598,True
uso del suolo,land use,180711,,https://w3id.org/eusoilvoc#LandUse,0.9278,0.8985,True
soil physics,soil,180723,,https://w3id.org/eusoilvoc#Soil,0.9055,0.9722,True
pathways,slope pathways,181841,,https://w3id.org/eusoilvoc#SlopePathways,0.6755,0.8162,True
ecosystem,ecosystem services,188207,,https://w3id.org/eusoilvoc#EcosystemServices,0.8474,0.9585,True
silt content,silt,180802,,https://w3id.org/eusoilvoc#Silt,0.7373,0.8062,True
siti-contaminati,soil contaminants,180810,,https://w3id.org/eusoilvoc#SoilContaminants,0.5189,0.8195,False
procedimenti-di-bonifica,mulching,180813,,https://w3id.org/eusoilvoc#Mulching,0.601,0.7747,True
soil organic carbon content,soil inorganic carbon,185933,,https://w3id.org/eusoilvoc#SoilInorganicCarbon,0.9367,0.9972,True
available potassium,potassium total elements,180844,,https://w3id.org/eusoilvoc#PotassiumTotalElements,0.9013,0.7848,True
bodenentsiegelung,conservation tillage,180860,,https://w3id.org/eusoilvoc#ConservationTillage,0.8329,0.6044,True
naturpotenzial,environmental factors,180861,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.6833,0.8377,True
cation-exchange-capacity,cation exchange capacity effective,181938,,https://w3id.org/eusoilvoc#CationExchangeCapacityEffective,0.8891,0.9999,True
dépollution,runoff,180990,,https://w3id.org/eusoilvoc#Runoff,0.6084,0.7669,True
vienne,ions,181016,,https://w3id.org/eusoilvoc#Ions,0.8232,0.6211,True
subsoil organic carbon,soil organic carbon,181029,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.7754,0.926,True
allagamento,mulching,181037,,https://w3id.org/eusoilvoc#Mulching,0.8774,0.7566,True
evaporation,evapotranspiration,182034,,https://w3id.org/eusoilvoc#Evapotranspiration,0.8675,0.8611,True
slope stability,slope forms,182064,,https://w3id.org/eusoilvoc#SlopeForms,0.7842,0.7879,True
soiling transmittance,soil fluid transmission,181106,,https://w3id.org/eusoilvoc#SoilFluidTransmission,0.7438,0.9022,False
bodenqualität,soil quality,181107,,https://w3id.org/eusoilvoc#SoilQuality,0.78,0.9918,True
rhône,ions,181136,,https://w3id.org/eusoilvoc#Ions,0.9215,0.6934,True
salinità,soil salinity,181161,,https://w3id.org/eusoilvoc#SoilSalinity,0.798,0.9677,True
waterkwaliteit,water quality,182100,,https://w3id.org/eusoilvoc#WaterQuality,0.9898,0.9999,True
"water-content,-soil",soil moisture,181192,,https://w3id.org/eusoilvoc#SoilMoisture,0.8066,0.9996,True
tektites,termites,181201,,https://w3id.org/eusoilvoc#Termites,0.6667,0.6354,True
zn,zinc,181211,,https://w3id.org/eusoilvoc#Zinc,0.8153,0.7807,True
falda,slope,181215,,https://w3id.org/eusoilvoc#Slope,0.849,0.7416,True
verdichtungsempfindlichkeit,soil penetration resistance,182197,,https://w3id.org/eusoilvoc#SoilPenetrationResistance,0.8496,0.628,True
air-quality,air quality,186230,,https://w3id.org/eusoilvoc#AirQuality,0.9602,0.9998,True
habitats-et-biotopes,habitats,182304,,https://w3id.org/eusoilvoc#Habitats,0.7868,0.957,True
land utilization types,land use class,182425,,https://w3id.org/eusoilvoc#LandUseClass,0.9112,0.9976,True
boundaries,boundary distinctness,182441,,https://w3id.org/eusoilvoc#BoundaryDistinctness,0.7834,0.8555,True
incremental evapo-transpiration,evapotranspiration,182475,,https://w3id.org/eusoilvoc#Evapotranspiration,0.7504,0.7313,True
land-use changes,land use,187569,,https://w3id.org/eusoilvoc#LandUse,0.8688,0.944,True
gestion des ressources naturelles,ecosystem services,187614,,https://w3id.org/eusoilvoc#EcosystemServices,0.7544,0.6058,True
gestion foncière,soil management,187619,,https://w3id.org/eusoilvoc#SoilManagement,0.9276,0.9033,True
irrigation water use,irrigation,182583,,https://w3id.org/eusoilvoc#Irrigation,0.9118,0.7255,True
processi del suolo,soil functions,182599,,https://w3id.org/eusoilvoc#SoilFunctions,0.8834,0.9087,True
mullalõimis,soil sealing,182604,,https://w3id.org/eusoilvoc#SoilSealing,0.9041,0.8222,True
volta,slope,182614,,https://w3id.org/eusoilvoc#Slope,0.8176,0.6993,True
crop productivity,soil productivity,182639,,https://w3id.org/eusoilvoc#SoilProductivity,0.8246,0.6446,True
soil reference depth,soil depth,182720,,https://w3id.org/eusoilvoc#SoilDepth,0.9269,0.9991,True
topsoil organic carbon,soil organic carbon,182729,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8131,0.816,True
topsoil reference bulk density,bulk density mineral,182740,,https://w3id.org/eusoilvoc#BulkDensityMineral,0.6082,0.9617,True
topsoil ph (h2o),pHH2O_ratio1-2.5,182747,,https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2.5,0.6621,0.6862,True
land use systems,land use,182835,,https://w3id.org/eusoilvoc#LandUse,0.9257,0.9831,True
eos),ions,182853,,https://w3id.org/eusoilvoc#Ions,0.7194,0.6723,True
mowing,mulching,182895,,https://w3id.org/eusoilvoc#Mulching,0.6498,0.7738,True
surface coating,coating location,182926,,https://w3id.org/eusoilvoc#CoatingLocation,0.8198,0.8105,True
landgebruik,land use,186557,,https://w3id.org/eusoilvoc#LandUse,0.9825,0.9999,True
directive 2006/7/ec of the european parliament and of the council of 15 february 2006 concerning the management of bathing water quality and repealing directive 76/160/eec,water regulation,186579,,https://w3id.org/eusoilvoc#WaterRegulation,0.6148,0.7826,False
"directive 2000/60/ec of the european parliament and of the council of 23 october 2000 establishing a framework for community action in the field of water policy as amended by decision 2455/2001/ec and directives 2008/32/ec, 2008/105/ec and 2009/31/ec.",water regulation,186581,,https://w3id.org/eusoilvoc#WaterRegulation,0.5478,0.902,False
water,water quality,186583,,https://w3id.org/eusoilvoc#WaterQuality,0.909,0.6556,True
sols,soil,186603,,https://w3id.org/eusoilvoc#Soil,0.9047,0.9441,True
occupation des terres,land use,186613,,https://w3id.org/eusoilvoc#LandUse,0.8698,0.9796,True
usage des sols,land use,186615,,https://w3id.org/eusoilvoc#LandUse,0.9479,0.9731,True
soil microhabitats,soil microfauna,187654,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9192,0.9818,True
biomass estimation,biomass,187663,,https://w3id.org/eusoilvoc#Biomass,0.8881,0.8158,True
arealdække,land cover,186620,,https://w3id.org/eusoilvoc#LandCover,0.792,0.7726,True
planting,plant cover,186623,,https://w3id.org/eusoilvoc#PlantCover,0.7799,0.6179,True
kohlenstoffkreislauf im boden,soil carbon density,186641,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.6712,0.8562,True
soil moisture dynamics,soil moisture,186654,,https://w3id.org/eusoilvoc#SoilMoisture,0.9393,0.6403,True
climate variability,climate,186655,,https://w3id.org/eusoilvoc#Climate,0.8309,0.7792,True
soil health indicator,soil health,186656,,https://w3id.org/eusoilvoc#SoilHealth,0.931,0.9457,True
jordskælv,soil sealing,183321,,https://w3id.org/eusoilvoc#SoilSealing,0.5174,0.8039,True
p-fmv,VMC_calcul-ptf,186703,,https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_calcul-ptf,0.6203,0.8366,True
bodenkundliche-aufnahmen,land cover,183434,,https://w3id.org/eusoilvoc#LandCover,0.6084,0.6122,True
waste collection,waste disposal,186733,,https://w3id.org/eusoilvoc#WasteDisposal,0.9333,0.7422,True
semi-variogram analysis crop yield,crop yield,187727,,https://w3id.org/eusoilvoc#CropYield,0.7938,0.8096,True
soil biological activity,soil biological properties,187729,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.9472,0.9997,True
soill,soil,187734,,https://w3id.org/eusoilvoc#Soil,0.9252,0.994,True
"ministrstvo za okelje, podnebje in energijo; agencija republike slovenije za okelje (arso) -ministry of environment, climate and energy; environmental agency of the republic of slovenia",climate regulation,188212,,https://w3id.org/eusoilvoc#ClimateRegulation,0.4696,0.9975,False
géographie physique,physiography,186759,,https://w3id.org/eusoilvoc#Physiography,0.9851,0.9999,True
land use scenario,land use,186782,,https://w3id.org/eusoilvoc#LandUse,0.9226,0.9536,True
indicators of soil quality,soil quality,186853,,https://w3id.org/eusoilvoc#SoilQuality,0.9491,0.6318,True
soil fauna and microbial communities,soil microfauna,186858,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.8912,0.943,True
soil carbon models,soil carbon density,186871,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.901,0.7811,True
acid soil,soil acidification,186894,,https://w3id.org/eusoilvoc#SoilAcidification,0.9185,0.6141,False
air pollution; climate change; coordinated research networks; environmental monitoring; functional diversity; mediterranean ecosystems; air pollutants; air pollution; atmosphere; biodiversity; climate; humans; nitrogen; research; climate change; ecosystem; environmental monitoring,air quality,187744,,https://w3id.org/eusoilvoc#AirQuality,0.4185,0.796,True
"air pollution; climate change; coordinated research networks; environmental monitoring; functional diversity; mediterranean ecosystems; air pollutants; air pollution; atmosphere; biodiversity; climate; humans; nitrogen; research; climate change; ecosystem; environmental monitoring; toxicology; pollution; health, toxicology and mutagenesis",air quality,187746,,https://w3id.org/eusoilvoc#AirQuality,0.4232,0.8266,True
nitrogen (n),nitrogen,187767,,https://w3id.org/eusoilvoc#Nitrogen,0.9362,0.9997,True
biological properties,biological features,187798,,https://w3id.org/eusoilvoc#BiologicalFeatures,0.8822,0.8233,True
deep soil horizons,soil depth sampled,186929,,https://w3id.org/eusoilvoc#SoilDepthSampled,0.8069,0.8957,True
atmospheric precipitation,precipitation,186933,,https://w3id.org/eusoilvoc#Precipitation,0.9858,0.7344,True
acidifikácia pôd,soil salinization,186938,,https://w3id.org/eusoilvoc#SoilSalinization,0.793,0.9119,True
soil organic carbon transformation,soil organic carbon,186940,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.9203,0.9867,True
rotación,slope,186968,,https://w3id.org/eusoilvoc#Slope,0.7635,0.7758,True
"soil organic carbon sequestration potential, conservation agriculture, land use, fine soil fraction, soil management, soil organic carbon",soil inorganic carbon,186980,,https://w3id.org/eusoilvoc#SoilInorganicCarbon,0.7608,0.6963,True
geofysik,physiography,184148,,https://w3id.org/eusoilvoc#Physiography,0.8107,0.9442,True
geophysics,physiography,184149,,https://w3id.org/eusoilvoc#Physiography,0.8162,0.9783,True
"soil microorganisms, soil microbiome, soil microbial diversity, c sequestration, ghg emissions, n2o emissions, ch4 emissions, n leaching, om input",soil microfauna,186989,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.7639,0.9674,True
"ecosystem service, land use change, soil degradation, land planning",soil degradation,186994,,https://w3id.org/eusoilvoc#SoilDegradation,0.6922,0.9472,True
